t,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,LLY,AVGO,JPM,V,UNH,XOM,JNJ,WMT,MA,PG,HD,COST,ORCL,MRK,ABBV,CVX,KO,PEP,BAC,ADBE,CRM,NFLX,AMD,TMO,MCD,CSCO,ACN,ABT,WFC,DIS,INTC,IBM,GE,CMCSA,VZ,T,PFE,NKE,QCOM,TXN,PM,HON,UPS,GS,CAT,BA,MMM,C,AMGN,BMY,LOW,INTU,BRK-B
2015-06-01,32.634,47.23,27.461,21.546,0.5595,80.29,16.63,79.0,14.662,66.08,69.11,119.86,85.13,100.04,24.91,92.56,78.85,111.67,142.39,43.79,60.75,66.93,102.63,40.94,95.97,16.55,79.87,73.1,8.9,2.25,129.46,96.22,29.18,96.19,48.94,56.04,110.96,33.905,162.696,218.24,29.39,49.22,25.944,34.56,50.88,69.415,55.71,83.19,94.002,99.48,207.81,85.53,141.25,158.98,54.45,157.03,66.48,70.14,106.415,143.35
2015-06-02,32.49,46.92,27.698,21.55,0.5484,80.445,16.557,77.95,14.416,66.02,69.04,117.75,85.14,99.98,24.843,93.17,78.54,111.59,141.4,43.7,60.24,66.62,102.58,40.99,96.05,16.72,79.82,72.9,8.913,2.3,129.57,96.29,29.08,96.33,48.94,56.18,110.75,33.27,162.189,218.64,29.41,49.14,25.952,34.49,51.055,69.35,55.25,82.95,94.454,99.43,206.43,86.17,143.25,159.08,54.72,156.44,65.8,70.15,106.215,143.03
2015-06-03,32.53,46.85,27.765,21.83,0.5425,82.44,16.599,77.83,14.306,66.7,68.95,118.35,84.95,100.09,24.963,93.5,78.56,113.16,142.13,43.97,60.39,67.01,102.17,40.87,95.3,16.93,80.13,73.47,8.881,2.28,129.98,96.52,29.09,96.98,48.86,56.91,111.17,32.73,162.447,220.24,29.66,49.08,26.458,34.41,51.255,69.86,54.885,82.42,94.833,100.6,208.29,86.23,143.81,160.16,55.63,157.13,65.7,70.65,106.84,143.19
2015-06-04,32.34,46.36,27.585,21.539,0.5523,82.05,16.395,77.68,14.12,66.33,68.21,116.65,84.22,99.23,24.717,92.57,78.15,111.46,140.65,43.77,59.47,67.42,101.39,40.59,94.14,16.78,78.75,72.21,8.935,2.33,129.5,96.31,28.61,95.93,48.68,56.14,110.3,32.31,160.975,218.08,29.475,48.1,26.639,34.24,50.975,68.9,53.98,81.83,93.695,100.1,208.87,85.47,141.19,158.35,55.33,158.09,65.77,70.14,105.46,141.37
2015-06-05,32.163,46.14,27.477,21.348,0.5565,82.14,16.609,78.12,14.381,67.42,68.37,116.53,84.28,98.59,24.353,92.62,77.43,110.37,138.78,43.81,58.99,67.4,101.59,40.1,93.05,17.19,78.86,73.55,9.046,2.33,129.57,95.54,28.58,95.4,48.45,56.61,110.3,31.84,160.038,218.32,29.343,47.23,26.11,34.09,51.015,68.255,53.785,79.7,93.713,100.51,210.45,86.05,140.73,157.08,56.24,157.25,66.2,69.79,105.6,140.76
2015-06-08,31.95,45.73,27.174,21.175,0.5438,80.67,17.086,78.52,13.863,66.89,67.68,116.91,84.85,97.96,24.203,91.9,77.71,109.93,138.05,43.1,58.87,67.79,100.42,40.16,92.84,17.08,78.16,71.84,8.96,2.31,128.27,95.32,28.275,94.77,48.44,56.12,109.29,31.3,158.069,217.92,28.933,47.44,26.125,33.98,50.72,67.275,52.82,80.15,93.279,99.27,209.79,86.15,140.64,156.59,55.65,156.47,65.32,68.68,104.5,139.52
2015-06-09,31.855,45.65,27.108,21.274,0.5465,80.67,17.067,82.77,14.021,67.18,67.95,116.99,84.58,98.21,24.157,92.09,78.9,109.53,138.04,43.07,58.84,67.67,100.42,40.2,93.07,17.31,77.9,71.76,9.245,2.29,128.57,94.73,28.24,94.94,48.18,56.7,108.52,31.25,158.394,218.64,28.925,47.34,26.065,34.01,50.675,66.84,52.915,80.75,93.55,99.62,209.02,86.73,140.1,156.98,56.0,154.8,65.08,68.53,104.64,139.63
2015-06-10,32.22,46.61,27.63,21.539,0.5368,82.16,16.713,83.18,14.286,68.26,69.63,118.55,85.21,98.88,24.31,94.17,79.54,110.98,139.43,43.94,59.61,68.24,101.83,40.33,93.69,17.59,79.56,73.03,9.587,2.32,130.18,95.3,28.66,96.52,48.5,57.21,110.0,31.82,161.491,221.04,29.115,47.47,26.224,34.31,51.67,67.31,54.19,82.29,94.643,100.46,213.13,88.48,141.62,159.04,57.02,155.55,65.53,69.17,107.48,140.86
2015-06-11,32.148,46.44,27.502,21.649,0.5425,81.83,16.761,86.59,14.199,68.52,69.64,119.32,85.09,99.24,24.313,94.5,79.41,111.29,139.32,44.28,58.91,68.04,101.12,40.1,94.09,17.49,79.65,72.4,9.509,2.32,130.52,95.59,28.86,96.92,49.06,57.26,110.62,31.85,161.358,220.08,29.38,47.76,26.344,34.46,51.94,67.6,53.64,82.25,94.761,101.0,213.94,88.17,142.96,159.86,57.21,157.96,65.85,69.04,105.83,141.36
2015-06-12,31.793,45.97,27.374,21.496,0.5278,81.53,16.713,84.21,14.047,68.25,69.33,117.65,84.02,98.35,24.143,93.77,78.87,110.6,138.78,44.34,57.87,67.05,99.87,39.96,93.74,17.49,79.86,71.77,9.442,2.31,130.02,95.06,28.54,96.1,48.67,57.09,109.95,31.32,159.646,219.12,29.13,47.25,26.171,34.21,51.89,67.025,53.01,81.86,93.993,100.06,213.06,87.85,142.8,158.04,57.11,156.12,65.28,69.03,104.73,140.29
2015-06-15,31.73,45.475,27.15,21.184,0.5268,80.71,16.692,84.08,14.312,67.99,68.57,118.98,83.72,97.49,23.977,93.3,78.12,110.01,137.23,43.72,57.12,66.91,99.29,39.59,92.64,17.47,78.9,72.56,9.343,2.32,129.54,94.3,28.48,95.79,48.07,56.98,110.18,31.39,158.948,217.68,29.17,47.0,25.989,34.04,51.675,66.625,53.045,81.27,93.442,99.96,211.76,87.13,142.29,155.87,56.65,156.1,65.42,69.11,103.05,139.4
2015-06-16,31.9,45.83,27.244,21.363,0.5333,81.06,16.875,84.78,14.199,68.37,69.01,121.55,84.68,98.36,24.117,94.15,79.1,110.23,137.98,44.64,57.71,66.77,100.04,40.08,93.55,17.55,79.94,73.4,9.527,2.35,128.8,94.63,28.71,96.7,48.48,57.22,111.06,31.635,159.503,217.76,29.44,47.42,26.186,34.04,52.28,66.46,53.09,81.82,94.038,100.35,213.56,86.59,142.34,156.49,57.07,156.23,65.97,69.4,103.73,139.71
2015-06-17,31.825,45.97,27.33,21.391,0.5395,81.79,17.361,83.53,14.069,68.14,68.75,119.74,84.73,98.73,24.243,94.45,80.08,110.47,138.875,44.91,57.91,67.77,99.76,40.27,94.05,17.37,77.91,74.42,9.427,2.47,128.64,95.22,28.93,96.93,48.57,57.17,111.49,31.95,159.818,218.16,29.81,47.27,26.284,33.98,52.375,66.55,53.29,81.83,94.129,100.42,212.93,87.25,143.43,156.95,56.54,155.65,66.3,69.67,103.84,139.97
2015-06-18,31.97,46.72,27.809,21.97,0.5485,82.905,17.459,83.04,14.3,68.78,69.5,120.89,85.48,100.36,24.327,96.05,80.82,111.85,140.5,42.74,58.59,68.98,100.25,40.65,95.23,17.38,79.39,75.71,9.474,2.52,129.68,96.17,29.21,97.31,49.94,57.7,113.22,32.38,160.851,218.96,30.24,47.77,26.45,34.37,53.0,67.36,54.22,83.11,95.33,101.4,214.6,87.44,145.38,159.62,56.76,160.12,66.62,70.15,104.39,142.67
2015-06-19,31.65,46.1,27.876,21.746,0.5468,82.51,17.501,82.63,14.289,68.08,68.69,120.33,85.21,99.86,24.247,94.81,80.54,112.43,140.3,41.59,58.04,69.48,99.47,40.4,94.86,17.17,79.7,75.0,9.387,2.58,129.97,96.08,29.03,97.02,49.89,57.05,112.62,32.07,159.646,217.92,30.255,47.46,26.427,34.18,53.265,66.88,54.51,82.66,95.158,100.84,213.19,87.52,145.13,158.95,56.23,160.72,66.8,69.99,104.32,140.96
2015-06-22,31.903,46.23,27.984,21.815,0.5444,84.74,17.319,82.92,14.328,68.96,69.09,120.25,85.17,100.09,24.263,95.42,80.45,113.07,140.19,41.49,58.83,70.12,100.29,40.48,95.6,17.47,82.28,74.78,9.641,2.62,130.09,96.87,28.94,98.59,50.03,57.91,113.53,32.26,160.354,219.36,30.485,47.53,26.465,34.31,53.395,67.365,55.5,83.13,95.185,101.39,216.51,88.27,145.7,159.68,56.95,162.22,67.06,70.29,105.5,141.53
2015-06-23,31.758,45.91,28.17,22.3,0.5305,87.88,17.845,82.67,14.164,69.75,69.42,122.74,85.07,99.78,24.19,95.7,79.79,113.18,139.65,41.71,59.03,70.02,100.09,40.38,95.6,17.67,83.55,74.2,9.731,2.61,129.55,97.18,28.785,98.25,49.88,57.89,114.41,32.085,161.205,220.4,30.38,47.77,27.122,34.5,53.6,66.98,54.83,81.36,94.634,100.75,218.4,88.45,144.43,159.84,57.39,161.69,67.33,70.6,104.76,141.33
2015-06-24,32.028,45.635,27.929,22.042,0.5253,88.86,17.678,82.26,13.997,69.02,68.86,119.17,84.68,99.33,24.127,95.51,79.51,112.35,138.34,41.2,58.24,69.22,99.27,40.19,95.29,17.49,83.4,73.5,9.694,2.62,130.27,96.64,28.51,97.77,49.5,57.54,113.77,31.91,159.627,218.08,30.18,47.29,27.024,34.23,53.11,65.35,53.99,80.81,94.038,99.39,214.43,88.17,143.0,157.54,56.66,159.89,66.81,70.08,103.05,140.09
2015-06-25,31.875,45.65,27.898,22.005,0.5293,87.98,17.919,84.8,13.923,68.65,68.62,122.33,83.93,99.12,23.953,94.46,79.39,112.24,137.45,41.06,57.9,69.82,98.34,40.02,94.83,17.37,83.94,73.61,9.489,2.58,131.53,95.79,28.4,99.48,49.33,57.17,114.45,31.99,158.776,216.32,30.44,47.44,27.326,34.02,52.61,65.26,53.795,81.3,93.37,98.94,212.82,86.72,142.45,155.92,56.19,158.76,66.84,69.66,103.6,139.45
2015-06-26,31.688,45.26,27.653,21.905,0.5185,88.01,17.806,85.85,13.515,68.95,68.75,123.25,83.86,99.64,24.04,94.51,79.34,112.6,138.06,40.99,58.49,70.46,98.6,40.0,94.91,17.41,82.74,72.34,9.309,2.47,132.21,97.29,28.28,99.0,49.97,57.44,114.99,31.02,158.184,216.72,30.635,47.62,27.281,33.92,54.855,64.67,52.9,81.35,93.532,99.35,213.17,86.82,142.48,157.09,56.34,158.02,67.54,68.61,103.24,139.78
2015-06-29,31.133,44.37,27.063,21.493,0.503,85.8,17.468,83.78,13.201,67.2,66.72,121.19,82.82,97.68,23.807,92.52,78.32,110.54,135.69,40.42,57.29,67.18,96.69,39.4,93.69,16.89,81.28,70.0,9.223,2.34,129.45,95.44,27.54,96.68,49.01,56.06,113.05,30.39,155.803,213.12,29.99,46.77,27.017,33.59,53.835,62.62,51.52,80.12,92.006,97.31,207.65,85.3,138.73,153.95,54.88,151.6,65.97,67.53,101.02,136.51
2015-06-30,31.356,44.15,27.002,21.705,0.5028,85.765,17.884,83.49,13.293,67.76,67.15,122.0,83.2,97.46,23.643,93.48,78.24,111.13,135.06,40.3,56.93,67.19,96.47,39.23,93.34,17.02,81.01,69.63,9.385,2.4,129.76,95.07,27.46,96.78,49.08,56.24,114.14,30.415,155.507,212.56,30.07,46.61,26.828,33.53,54.01,62.63,51.51,80.17,92.114,96.91,208.79,84.82,138.72,154.3,55.24,153.52,66.54,66.97,100.77,136.11
2015-07-01,31.65,44.445,27.165,21.87,0.51,86.91,17.943,84.85,13.55,68.07,67.85,123.38,82.37,98.47,23.96,94.5,79.72,112.07,136.49,40.24,57.6,68.51,96.09,39.5,94.52,17.22,80.945,70.54,9.364,2.42,130.82,95.76,27.35,98.06,49.52,56.91,115.13,30.18,157.256,213.28,31.125,47.0,26.866,33.69,54.715,62.9,51.91,81.3,92.9,96.94,209.94,83.95,140.73,155.65,55.68,154.99,67.67,67.24,101.62,137.52
2015-07-02,31.61,44.4,27.367,21.886,0.5105,87.285,18.668,86.14,13.764,67.52,68.24,121.81,83.14,98.44,23.953,94.24,79.93,111.49,136.39,40.36,57.67,68.21,95.87,39.49,94.66,17.03,80.75,70.42,9.404,2.53,130.95,96.17,27.33,97.33,49.41,56.74,114.97,30.555,157.83,214.24,31.17,47.2,26.986,33.37,54.935,63.11,51.97,81.17,92.602,97.2,209.2,84.38,140.21,155.38,55.37,153.26,67.48,66.7,101.41,137.39
2015-07-06,31.5,44.39,27.281,21.802,0.5043,87.55,18.648,86.35,13.42,67.33,68.12,122.16,82.53,98.2,24.177,94.52,80.05,111.32,135.88,40.15,57.55,68.22,94.77,39.42,94.4,16.94,80.5,69.16,9.457,2.47,130.39,95.65,27.22,97.34,49.74,56.44,115.7,30.04,157.486,210.48,31.055,47.04,26.896,33.25,54.92,63.11,51.39,81.2,92.484,96.66,208.04,83.15,140.52,155.08,55.08,154.5,67.5,66.25,101.92,136.89
2015-07-07,31.423,44.3,27.502,21.836,0.4948,87.22,17.859,88.73,13.284,66.8,67.77,120.7,82.87,98.92,24.597,93.89,81.72,112.4,140.5,40.16,57.99,68.56,95.27,40.25,96.4,16.69,80.59,70.26,9.409,2.09,130.95,96.68,27.36,98.68,50.21,56.25,117.1,29.9,157.744,211.76,31.255,47.25,27.017,33.73,55.645,62.8,51.21,82.44,92.9,97.5,208.21,83.99,143.15,155.43,54.5,155.39,68.23,67.37,103.58,138.44
2015-07-08,30.643,44.24,27.085,21.485,0.4913,85.65,16.997,87.25,12.805,65.43,66.73,118.78,81.97,97.77,24.353,92.49,80.99,111.0,139.9,39.77,57.35,67.66,93.56,39.86,95.61,16.25,79.99,69.39,9.351,2.01,128.2,95.84,26.99,97.62,49.25,55.25,115.19,29.5,155.985,207.12,30.845,46.58,26.276,33.45,54.635,61.91,49.53,81.57,91.211,95.49,204.06,82.27,141.92,152.71,52.8,152.31,67.74,66.53,103.43,136.9
2015-07-09,30.018,44.52,27.233,21.72,0.4853,85.88,17.195,87.48,12.468,66.11,67.05,119.34,81.6,98.4,24.26,93.04,80.66,111.38,139.45,40.18,57.38,67.97,93.78,39.92,94.59,16.48,80.47,69.96,9.573,1.98,127.82,96.49,26.91,97.75,49.19,55.5,115.6,28.93,156.644,208.16,31.005,46.26,25.974,33.86,54.72,61.86,48.11,81.24,91.4,95.75,204.81,81.69,142.8,153.75,53.71,151.31,67.89,67.02,103.58,138.25
2015-07-10,30.82,44.61,27.806,22.176,0.4938,87.95,17.277,88.29,12.984,67.05,68.42,122.15,82.22,99.53,24.373,94.62,80.95,113.1,142.72,40.36,57.95,69.23,94.41,40.39,95.55,16.7,80.59,71.14,9.723,1.96,130.63,97.65,27.28,98.78,49.93,56.08,116.44,29.17,159.608,210.16,31.595,47.0,26.171,34.36,55.26,62.73,49.01,82.16,92.512,96.96,207.19,82.15,144.48,154.95,54.56,154.1,69.27,67.85,104.36,139.73
2015-07-13,31.415,45.54,28.587,22.779,0.497,90.1,17.477,88.82,12.918,68.09,69.52,122.45,82.42,100.27,24.627,95.5,81.91,114.9,144.06,40.8,57.87,69.57,94.6,40.66,97.22,17.02,81.44,71.05,10.109,1.96,134.29,98.43,27.79,100.55,49.72,56.74,118.05,29.73,161.931,211.76,31.86,47.2,26.344,34.82,56.205,63.43,49.33,82.38,93.74,97.76,210.12,83.64,146.62,156.47,55.54,155.76,69.66,68.3,105.43,141.39
2015-07-14,31.403,45.62,29.209,23.279,0.4973,89.68,17.71,88.76,13.23,69.04,70.1,125.0,83.11,99.78,24.597,95.27,82.04,115.36,143.93,40.78,58.19,69.8,95.55,41.17,97.13,17.13,81.89,71.79,10.037,2.05,136.59,98.78,28.03,100.74,50.2,57.25,117.85,29.65,161.195,213.28,31.62,47.41,26.526,35.08,56.17,63.94,49.76,82.68,94.02,97.87,212.16,84.46,147.75,156.78,55.91,159.32,70.06,68.39,105.83,141.12
2015-07-15,31.705,45.76,29.198,23.06,0.4938,89.76,17.543,86.38,13.172,69.19,70.02,125.86,82.76,100.42,24.55,95.25,82.15,115.58,143.63,40.79,58.22,69.75,94.24,41.13,96.35,17.68,82.12,71.36,9.813,1.96,135.25,99.07,28.11,99.95,49.31,57.78,118.3,29.69,161.119,214.16,31.875,47.33,26.231,34.98,55.95,63.88,49.49,82.67,93.803,97.18,212.96,84.16,146.89,156.0,56.46,160.45,69.28,68.27,106.33,142.61
2015-07-16,32.128,46.66,30.089,23.774,0.5048,90.85,17.779,87.17,13.47,69.56,70.57,124.93,82.91,101.11,24.61,95.82,82.3,114.73,144.33,40.96,58.82,69.99,94.48,41.48,96.9,17.95,82.52,72.42,11.581,1.87,136.66,97.86,28.32,101.45,49.77,58.17,119.07,29.9,163.48,216.32,32.16,47.83,26.556,35.1,56.17,64.55,49.36,85.29,93.559,97.48,211.18,83.76,148.49,157.17,58.59,163.04,69.38,68.23,108.1,143.92
2015-07-17,32.405,46.62,34.981,24.151,0.5018,94.97,18.311,87.37,13.366,69.21,70.88,123.85,82.61,100.08,24.463,96.08,82.24,114.47,144.68,40.4,58.82,69.99,93.15,41.25,96.78,18.1,82.1,72.81,11.477,1.79,135.75,97.5,28.18,100.48,49.9,57.94,118.86,29.47,164.924,217.92,32.135,47.59,26.443,35.07,56.4,64.34,49.36,85.83,95.339,97.6,212.46,83.16,146.84,156.69,58.75,163.27,69.29,67.53,106.77,143.88
2015-07-20,33.018,46.92,34.642,24.405,0.4925,97.91,18.817,87.87,13.464,69.26,72.7,122.65,81.76,100.37,24.367,97.26,82.19,113.41,145.04,39.93,59.0,70.8,92.94,41.38,97.31,18.12,82.09,72.77,11.055,1.8,136.17,97.49,28.03,100.72,50.06,58.05,119.58,29.1,165.602,217.12,32.16,48.1,26.36,35.24,56.565,63.79,50.09,85.61,96.089,97.59,212.39,82.25,146.72,157.12,58.85,164.34,69.97,66.7,106.63,144.51
2015-07-21,32.688,47.28,34.768,24.4,0.4948,98.39,17.785,85.57,13.451,69.1,72.02,120.86,81.66,100.34,24.247,96.71,81.63,113.86,144.94,39.57,58.67,70.54,93.9,41.19,96.93,18.08,81.19,73.83,11.251,1.8,136.47,97.32,27.84,100.39,49.76,57.95,119.31,28.72,155.899,214.8,32.135,46.97,26.11,35.14,56.495,65.14,50.23,85.54,95.213,97.96,211.5,82.22,145.0,155.76,59.1,163.7,68.87,66.39,106.15,143.6
2015-07-22,31.305,45.54,34.755,24.414,0.4851,97.04,17.858,86.38,12.959,70.08,71.97,120.61,81.79,100.18,24.387,96.88,80.83,114.9,146.38,39.42,58.13,70.56,93.51,40.9,97.17,18.45,80.73,73.87,11.15,1.79,140.06,97.58,27.53,102.33,50.98,58.52,119.33,28.605,153.298,213.04,32.25,46.45,25.884,34.88,57.045,64.19,49.3,85.52,94.616,97.23,213.25,79.76,146.47,155.41,60.34,164.25,69.37,67.44,106.72,143.52
2015-07-23,31.29,46.11,33.737,24.109,0.4913,95.44,17.813,86.76,13.197,69.64,71.75,119.33,81.14,100.2,24.17,95.16,80.7,114.59,145.6,39.0,58.07,70.52,92.94,40.84,96.87,18.18,80.64,72.21,11.01,1.76,140.6,97.09,28.01,102.42,51.2,58.21,118.8,28.595,154.618,210.08,31.235,46.35,25.627,34.78,57.0,61.78,50.51,85.43,94.237,96.11,211.05,76.88,146.11,149.5,59.87,164.1,68.24,67.7,107.25,142.18
2015-07-24,31.125,45.94,32.739,26.471,0.4855,96.95,17.694,84.72,12.848,68.91,74.8,117.94,79.94,99.15,23.86,95.83,80.29,113.59,144.99,39.0,57.41,68.08,90.6,40.44,96.18,17.9,80.98,73.92,10.934,1.67,137.94,96.1,28.4,101.17,51.05,57.78,118.91,28.06,152.725,206.0,31.085,46.04,25.899,34.26,56.495,61.64,49.03,84.65,92.837,94.75,207.35,76.1,144.06,149.33,58.7,158.59,65.98,67.18,106.69,141.25
2015-07-27,30.693,45.35,32.914,26.571,0.4828,94.17,16.867,84.15,12.465,68.01,73.86,117.88,79.26,98.28,23.793,94.39,79.97,113.07,144.25,38.51,56.99,69.34,89.14,40.54,95.66,17.67,79.93,72.46,10.643,1.62,137.02,96.04,28.21,100.39,50.69,57.59,118.25,28.35,152.075,207.6,30.555,45.83,25.921,34.34,55.865,61.98,49.03,85.53,91.816,95.12,205.02,75.32,141.03,148.71,57.96,165.54,64.3,67.04,105.0,140.72
2015-07-28,30.845,45.34,32.983,26.302,0.4933,95.29,17.655,85.68,12.842,68.05,74.74,121.52,82.48,99.02,24.033,95.16,80.23,114.84,144.55,39.28,57.52,71.23,92.4,40.55,96.11,17.88,80.59,73.79,10.69,1.77,138.65,97.33,28.21,101.69,50.94,57.4,118.46,28.96,153.011,208.8,31.205,45.89,25.929,35.35,56.735,63.1,50.08,85.6,94.129,99.94,206.24,77.78,141.81,151.11,58.37,172.74,64.66,67.8,105.64,143.22
2015-07-29,30.748,46.29,33.072,26.45,0.4993,96.99,17.588,85.09,12.858,68.94,76.01,121.52,83.14,99.73,24.077,96.73,80.62,116.37,145.38,39.79,58.54,70.77,93.25,40.59,96.53,18.16,80.25,73.88,10.708,1.96,139.62,98.21,28.4,102.45,51.06,57.96,119.84,29.01,154.006,210.08,31.24,46.56,26.201,35.76,57.46,63.17,49.96,85.45,95.339,100.89,206.84,77.33,144.14,151.45,58.92,171.47,64.89,68.74,105.52,142.92
2015-07-30,30.593,46.88,33.228,26.838,0.5005,95.21,17.786,84.54,12.765,69.04,76.38,120.56,83.01,99.84,24.053,98.41,77.39,116.46,145.3,39.65,58.52,70.16,93.03,40.56,96.63,18.13,81.29,73.36,11.156,1.93,139.12,99.17,28.3,102.66,50.77,58.15,120.03,28.91,153.881,208.96,31.18,46.67,26.284,35.73,57.505,64.41,50.24,85.39,95.195,101.4,207.2,78.35,143.01,151.57,58.88,171.69,64.46,68.86,105.74,142.85
2015-07-31,30.325,46.7,32.875,26.808,0.4988,94.01,17.743,84.51,12.514,68.53,75.34,121.4,79.21,100.21,23.993,97.4,76.7,117.03,145.3,39.94,58.96,70.01,88.48,41.08,96.35,17.88,81.99,73.3,11.431,1.93,139.53,99.86,28.42,103.11,50.69,57.87,120.0,28.95,154.866,208.8,31.205,46.79,26.239,36.06,57.61,64.39,49.98,85.53,94.896,102.36,205.07,78.63,144.17,151.34,58.46,176.59,65.64,69.36,105.77,142.74
2015-08-03,29.61,46.81,33.236,26.752,0.5073,94.14,17.333,84.14,12.58,68.53,75.77,120.89,78.06,100.02,24.06,97.44,76.4,116.89,145.52,39.71,59.05,69.73,85.6,41.54,97.45,17.77,81.4,72.44,11.256,2.2,138.44,99.42,28.36,103.21,50.5,57.91,121.12,29.05,151.73,206.96,31.605,46.97,26.178,36.15,57.415,64.43,50.09,85.66,94.58,102.75,204.69,77.26,143.69,150.12,58.44,175.59,65.34,68.91,105.05,142.33
2015-08-04,28.66,47.54,33.064,26.595,0.5093,94.06,17.752,84.05,12.347,68.46,75.27,120.84,77.17,99.8,24.083,97.3,75.91,117.53,144.84,39.66,58.7,69.95,85.21,41.85,97.81,17.8,82.06,71.89,12.115,2.13,137.77,99.14,28.03,103.42,50.51,57.82,121.69,29.13,150.669,207.2,31.37,46.67,26.118,36.11,57.885,63.45,49.84,85.83,94.508,102.64,205.17,76.6,143.54,150.4,58.47,174.8,64.84,69.36,105.59,142.68
2015-08-05,28.85,47.58,33.665,26.851,0.5145,96.44,18.009,84.73,12.475,68.73,74.98,123.92,77.17,100.52,24.503,98.27,75.77,118.0,146.89,39.64,59.1,70.3,84.03,42.12,99.19,17.87,83.38,72.53,12.371,2.16,138.69,99.8,28.27,104.5,50.48,57.65,110.53,29.12,150.956,208.8,29.905,46.64,26.11,35.82,58.375,63.88,50.855,85.89,95.511,102.94,205.7,76.88,144.95,151.01,58.74,176.44,65.06,69.94,106.78,143.5
2015-08-06,28.783,46.62,33.508,26.473,0.5113,95.12,16.409,82.7,12.327,68.25,73.58,122.04,78.09,99.07,24.263,97.16,75.74,116.56,146.44,39.32,58.43,69.24,85.19,41.92,99.15,17.81,82.19,70.43,12.645,2.11,136.92,99.35,28.21,103.1,50.32,57.53,108.55,29.01,149.446,208.24,29.38,46.63,25.861,35.17,57.56,62.84,50.25,85.76,95.565,102.43,205.09,77.46,143.82,149.26,58.1,169.66,63.54,69.31,104.17,143.35
2015-08-07,28.88,46.74,33.22,26.131,0.5745,94.3,16.167,82.27,12.255,68.05,74.21,121.82,76.83,98.85,23.75,97.77,75.48,116.93,145.26,39.56,57.97,68.62,83.75,41.77,99.1,17.75,82.69,70.41,12.352,2.09,136.02,98.92,28.15,103.74,50.11,57.47,109.35,28.88,148.298,206.32,29.41,46.36,25.838,35.19,57.255,63.02,50.32,85.09,95.267,102.14,203.44,77.29,142.42,148.89,57.91,172.31,63.41,69.53,105.44,143.55
2015-08-10,29.93,47.33,33.157,26.2,0.5945,94.15,16.076,83.51,12.728,68.89,74.38,122.48,78.75,99.79,23.827,98.08,76.38,117.6,146.25,39.89,58.41,69.21,85.89,41.68,99.09,18.04,83.62,71.27,12.303,1.93,137.18,99.39,28.59,105.2,50.66,57.94,111.0,29.64,149.857,209.92,29.725,47.23,26.269,35.36,57.68,63.15,52.08,85.87,96.929,103.43,205.97,80.16,145.86,151.24,58.74,170.6,63.89,69.57,104.99,143.42
2015-08-11,28.373,46.41,34.515,26.373,0.5915,93.62,15.825,83.54,12.421,68.23,73.36,122.26,77.49,99.01,23.977,97.2,76.22,117.69,145.89,39.17,57.76,68.25,85.78,41.48,98.62,17.79,83.9,71.63,12.274,1.9,134.58,98.81,28.02,103.58,50.39,57.21,108.0,28.97,148.671,205.68,29.395,47.6,26.171,35.12,57.23,62.55,50.64,85.47,95.185,102.99,201.7,78.04,144.05,148.48,57.64,168.56,62.66,69.42,104.62,142.8
2015-08-12,28.81,46.74,34.574,26.296,0.593,94.19,15.878,83.38,12.573,67.24,73.54,121.2,78.79,98.71,24.193,97.04,76.39,117.69,146.49,39.28,58.26,68.75,86.79,41.26,98.38,17.52,83.82,71.04,12.051,1.9,134.71,98.28,27.9,103.77,50.09,56.72,106.99,29.46,149.293,206.88,29.705,47.85,25.695,35.37,56.53,62.58,51.11,85.64,95.339,102.82,201.13,78.92,142.43,148.52,56.91,170.62,62.39,68.97,104.72,141.6
2015-08-13,28.788,46.73,34.326,26.483,0.588,93.43,16.167,83.03,12.419,67.55,73.93,120.52,78.65,98.48,24.037,97.23,75.78,119.02,145.27,39.31,58.98,68.54,85.85,41.1,98.79,17.62,84.31,71.4,12.373,1.79,133.72,99.37,28.7,103.39,49.84,56.89,107.52,28.87,148.25,206.32,29.82,47.66,25.536,35.36,56.8,62.03,50.63,84.66,95.321,101.84,200.74,77.76,144.81,147.4,57.33,168.58,62.42,71.21,104.9,141.95
2015-08-14,28.99,47.0,34.469,26.576,0.5885,94.42,16.21,83.91,12.196,67.89,74.22,121.02,78.36,98.81,24.127,97.89,75.62,119.75,146.09,39.41,59.18,68.65,85.99,41.25,99.23,17.7,86.12,72.99,12.339,1.84,135.02,99.27,29.03,103.45,50.23,57.33,107.16,29.02,148.901,208.64,29.44,47.49,25.718,35.32,57.18,61.91,50.64,84.26,95.827,102.73,202.02,78.49,145.09,148.28,57.59,167.72,63.08,72.11,105.62,142.57
2015-08-17,29.29,47.32,34.706,26.761,0.5848,93.93,16.999,83.47,12.552,68.07,74.41,123.82,78.77,99.87,23.97,97.86,75.53,119.7,146.09,39.72,59.71,69.37,83.23,41.35,99.86,17.77,86.77,74.04,12.536,1.8,136.31,100.66,28.825,103.48,50.38,57.35,109.05,29.08,149.436,209.68,30.205,47.52,25.853,35.5,57.49,62.07,50.9,84.3,96.008,102.9,202.57,78.54,144.44,149.24,57.77,169.79,63.47,72.48,105.56,142.32
