t,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,LLY,AVGO,JPM,V,UNH,XOM,JNJ,WMT,MA,PG,HD,COST,ORCL,MRK,ABBV,CVX,KO,PEP,BAC,ADBE,CRM,NFLX,AMD,TMO,MCD,CSCO,ACN,ABT,WFC,DIS,INTC,IBM,GE,CMCSA,VZ,T,PFE,NKE,QCOM,TXN,PM,HON,UPS,GS,CAT,BA,MMM,C,AMGN,BMY,LOW,INTU,BRK-B
2016-07-26,24.168,56.76,37.883,36.78,1.416,121.22,15.301,82.09,16.344,64.13,78.49,141.7,91.53,125.15,24.577,93.43,85.27,136.75,167.57,40.94,58.36,64.45,102.68,44.88,108.2,14.53,97.91,81.76,9.141,6.98,158.89,121.71,30.88,114.26,43.6,47.97,96.69,35.09,154.99,251.76,33.59,54.81,32.009,36.83,56.37,61.35,71.42,98.96,104.743,110.37,161.16,82.75,134.85,177.66,44.15,167.67,75.06,81.06,113.62,144.34
2016-07-27,25.738,56.19,38.099,36.834,1.402,123.34,15.233,83.4,16.566,64.33,78.53,141.68,90.91,124.77,24.44,93.75,84.46,136.31,166.15,40.93,58.6,64.9,102.26,43.4,107.48,14.63,97.93,81.5,9.204,6.85,158.9,119.48,30.76,113.71,43.67,48.0,96.33,34.83,154.713,250.24,33.96,55.32,32.296,36.85,55.79,62.51,71.27,97.33,103.849,108.8,160.99,84.1,135.96,178.27,44.29,170.68,76.47,80.76,112.54,144.19
2016-07-28,26.085,56.21,38.292,37.631,1.405,125.0,15.374,82.93,16.423,64.1,79.19,142.76,90.2,124.46,24.413,96.01,84.81,137.96,166.35,41.19,58.43,64.72,101.79,43.65,108.13,14.68,98.44,82.33,9.165,6.82,158.82,119.42,30.52,112.08,44.45,48.13,95.91,34.77,154.273,250.0,33.93,54.86,32.16,36.67,55.45,62.43,70.23,99.1,104.571,108.73,160.53,82.92,133.01,177.98,44.08,171.28,74.66,82.27,112.04,144.42
2016-07-29,26.053,56.68,39.567,37.941,1.428,123.94,15.653,82.89,16.198,63.97,78.05,143.2,88.95,125.23,24.323,95.24,85.59,138.24,167.22,41.04,58.66,66.23,102.48,43.63,108.92,14.49,97.86,81.8,9.125,6.86,158.84,117.65,30.53,112.81,44.75,47.97,95.95,34.86,153.556,249.12,33.625,55.41,32.696,36.89,55.5,62.58,69.75,100.26,105.086,108.1,158.81,82.76,133.66,178.36,43.81,172.03,74.81,82.28,110.99,144.27
2016-08-01,26.513,56.58,40.047,38.387,1.418,124.31,15.334,83.18,16.351,63.8,78.26,143.51,85.86,125.4,24.593,95.07,86.41,138.77,167.56,41.15,58.66,66.94,99.11,43.45,108.93,14.33,97.72,81.02,9.437,6.64,159.56,118.01,30.73,112.88,45.29,47.81,95.54,34.85,154.35,249.2,33.77,54.5,32.613,37.31,55.41,61.85,69.88,100.15,104.68,108.01,158.18,81.95,133.21,178.29,43.42,174.16,76.19,82.31,110.76,143.93
2016-08-02,26.12,56.58,40.006,38.029,1.401,123.09,15.147,83.32,16.289,63.65,78.28,143.17,87.04,124.85,24.377,95.25,86.76,137.22,166.5,40.71,58.33,66.78,99.59,43.53,108.72,14.13,96.05,80.5,9.356,6.26,156.44,117.7,30.62,112.83,45.07,47.7,95.01,34.56,153.518,248.4,33.45,54.0,32.598,36.39,54.92,60.6,68.85,99.97,104.291,107.46,156.06,81.24,131.6,178.36,42.99,174.15,75.05,81.97,109.22,143.31
2016-08-03,26.448,56.97,39.946,37.732,1.405,122.51,15.053,82.72,16.411,64.66,78.71,142.88,87.49,123.9,24.313,95.08,85.97,137.06,166.12,40.71,57.65,66.57,100.61,43.64,108.04,14.48,96.67,80.41,9.31,6.3,156.0,117.52,30.72,113.61,44.95,47.57,96.09,34.25,153.604,249.04,33.42,53.9,32.583,35.29,54.75,61.01,68.88,99.03,104.797,108.29,158.34,82.03,131.87,178.38,43.89,173.43,74.8,82.02,109.83,143.63
2016-08-04,26.468,57.39,39.863,38.039,1.431,124.36,15.374,82.42,16.699,64.56,79.48,142.71,87.48,123.86,24.433,95.91,86.05,136.05,166.55,40.9,57.84,66.1,100.39,43.51,108.42,14.48,97.09,80.56,9.344,6.47,156.42,118.3,30.8,113.71,44.81,47.84,95.16,34.58,154.446,249.36,33.59,53.93,32.538,35.15,54.79,60.98,69.61,99.0,104.743,107.84,158.05,81.77,131.21,177.81,43.84,172.67,75.32,80.94,109.9,143.12
2016-08-05,26.87,57.96,40.347,38.299,1.455,125.15,15.335,81.56,17.012,66.3,80.14,142.99,87.56,124.24,24.587,96.88,85.78,136.91,167.7,41.13,63.86,66.54,100.51,43.48,108.66,15.05,99.04,81.33,9.703,6.61,157.51,119.21,31.04,114.6,45.26,48.68,95.83,34.98,156.31,250.24,33.695,53.64,32.598,35.44,55.85,62.0,70.15,98.93,105.122,108.79,162.09,82.56,131.73,178.57,45.72,173.66,63.28,81.72,111.49,145.65
2016-08-08,27.093,58.06,40.262,38.328,1.469,125.26,15.077,81.6,16.835,66.1,79.95,142.13,88.59,123.65,24.447,96.78,85.76,136.21,167.4,41.16,62.86,66.34,101.2,43.44,108.14,15.13,98.49,81.17,9.511,6.68,156.52,118.29,31.01,113.68,45.02,48.91,95.75,35.04,154.914,250.16,33.535,53.59,32.424,34.93,55.98,61.58,70.14,98.55,104.824,108.96,162.83,83.44,132.19,178.58,45.96,172.34,60.3,81.62,112.02,145.56
2016-08-09,27.203,58.2,40.374,38.416,1.472,125.06,15.272,81.5,17.117,65.87,80.06,141.82,88.7,123.43,24.513,96.7,85.99,136.11,167.86,41.1,62.49,66.76,101.32,43.47,108.28,15.19,98.87,81.18,9.399,6.6,156.68,118.31,30.94,112.88,45.08,48.93,96.67,34.92,154.656,250.4,33.45,53.66,32.538,35.08,55.77,61.99,70.25,98.4,105.023,109.65,163.44,82.83,132.63,178.39,45.9,172.08,61.61,81.34,112.13,147.22
2016-08-10,27.0,58.02,40.425,38.428,1.463,124.88,15.043,80.55,17.185,65.28,79.68,142.19,86.41,123.36,24.65,96.29,86.31,135.6,168.29,41.09,62.64,66.43,100.14,43.61,108.82,14.81,100.62,80.24,9.393,6.49,156.01,118.8,30.85,113.22,44.81,48.18,97.86,34.53,154.952,250.16,33.61,53.81,32.628,35.13,55.13,61.71,69.89,99.17,104.815,109.88,162.19,82.65,132.28,178.82,45.45,171.23,60.58,80.98,112.86,146.69
2016-08-11,26.983,58.3,40.41,38.562,1.493,124.9,14.994,80.56,17.209,65.46,80.12,142.63,86.72,123.77,24.6,96.53,86.73,137.04,167.88,41.28,63.63,66.95,101.4,43.75,108.48,14.88,101.67,81.48,9.589,6.58,157.46,119.38,30.95,113.39,45.05,48.24,97.77,34.68,156.338,250.32,33.84,53.86,32.772,35.15,56.73,61.74,70.0,98.86,105.122,110.9,163.86,83.24,133.0,181.0,45.73,172.43,60.97,81.61,113.15,147.74
2016-08-12,27.045,57.94,40.353,38.628,1.576,124.88,15.041,80.22,17.247,65.32,80.02,142.88,87.85,123.22,24.63,96.12,87.04,136.57,169.04,41.09,63.35,67.19,102.16,44.03,108.59,14.91,101.04,81.63,9.659,6.73,155.49,119.52,30.87,113.03,45.04,47.9,96.84,34.57,154.828,249.92,33.755,53.65,32.689,34.98,56.45,61.71,69.84,99.0,104.878,109.91,163.25,83.0,133.1,180.27,45.58,173.02,60.63,81.72,112.09,147.72
2016-08-15,27.37,58.12,40.298,38.425,1.575,123.9,15.039,80.26,17.554,65.72,80.91,141.62,87.81,122.31,24.44,96.44,87.02,137.06,168.73,41.39,63.32,67.39,102.77,44.24,108.72,15.02,100.93,78.92,9.531,6.95,155.97,118.52,31.19,113.6,45.15,48.27,97.1,34.91,154.761,249.92,33.76,53.61,32.492,35.11,56.77,62.43,70.33,98.61,105.547,109.85,165.55,84.15,134.66,180.56,46.39,174.58,60.03,81.54,113.32,147.78
2016-08-16,27.345,57.44,40.06,38.202,1.565,123.3,14.907,79.84,17.24,65.71,80.81,141.08,87.92,120.33,24.297,95.62,86.58,136.23,168.41,41.32,63.04,66.74,102.62,43.83,108.0,15.17,100.6,77.96,9.512,6.78,154.97,117.94,31.12,112.98,44.92,48.44,96.88,35.21,153.633,249.52,33.655,52.76,31.692,34.79,56.88,62.07,69.82,99.47,104.996,109.81,165.65,84.29,135.0,179.25,46.62,172.16,59.41,81.48,112.47,147.24
2016-08-17,27.305,57.56,40.271,38.232,1.529,124.37,14.883,80.11,17.303,65.89,80.84,141.71,88.11,121.31,24.31,95.59,86.96,136.15,167.96,41.21,63.29,66.83,102.22,44.06,108.47,15.15,99.7,76.32,9.637,6.68,154.67,117.1,30.72,112.93,44.68,48.61,96.87,35.02,153.384,250.32,33.885,53.17,31.616,35.14,56.86,62.28,69.82,100.29,104.589,110.24,165.67,84.41,134.72,179.87,46.63,174.31,58.3,76.88,112.74,149.08
2016-08-18,27.27,57.6,40.138,38.223,1.553,123.91,14.901,79.78,17.393,65.95,80.27,142.17,88.91,120.72,24.767,95.27,87.44,134.8,167.75,41.14,63.63,66.77,103.55,44.1,108.28,15.16,100.67,76.91,9.616,7.04,153.35,117.13,30.48,112.35,44.36,48.53,96.65,34.97,154.264,251.44,33.705,52.87,31.269,35.19,57.21,63.04,70.13,100.34,104.662,110.49,166.06,83.38,135.0,179.18,46.5,174.75,58.68,76.43,112.54,148.81
2016-08-19,27.34,57.62,39.983,37.866,1.557,123.56,15.0,79.06,17.493,65.86,80.47,142.04,87.8,119.92,24.27,95.22,87.31,135.46,168.02,41.32,63.36,67.1,102.32,43.92,108.17,15.22,100.32,77.48,9.587,7.62,153.58,115.01,30.52,113.05,44.24,48.65,96.39,35.24,153.002,250.0,33.145,52.45,30.974,34.98,58.9,62.76,70.27,99.93,104.887,110.57,166.23,83.84,134.44,179.61,46.53,173.62,59.29,77.82,112.8,148.75
2016-08-22,27.128,57.67,39.848,37.974,1.563,124.15,14.862,79.29,17.593,65.8,81.06,142.09,87.99,119.13,24.233,95.79,86.85,135.34,167.94,41.22,63.55,67.01,101.94,43.74,107.96,15.18,100.24,77.25,9.526,7.58,153.99,115.42,30.63,113.76,44.17,48.63,95.87,35.36,152.964,250.56,33.22,52.55,30.899,34.84,58.66,62.83,70.0,100.12,105.312,109.83,166.26,83.59,134.99,179.07,46.66,174.35,59.26,77.29,112.54,148.45
2016-08-23,27.213,57.89,39.83,38.123,1.573,124.37,14.989,79.57,17.734,65.77,80.8,142.01,87.72,119.44,23.99,96.29,87.4,136.22,167.36,41.5,63.58,66.17,101.68,43.85,107.88,15.35,101.14,78.02,9.594,7.67,154.55,115.19,30.98,115.48,43.9,48.41,95.97,35.4,153.212,249.84,32.83,52.63,30.853,35.09,59.62,63.09,69.98,100.39,105.7,109.44,166.08,84.01,134.14,179.77,46.59,174.4,59.86,77.3,113.84,148.77
2016-08-24,27.008,57.95,39.68,37.863,1.549,123.48,14.841,78.44,17.53,65.95,80.29,139.87,88.02,118.71,24.077,95.53,87.31,135.06,167.57,41.07,62.73,65.06,102.2,43.85,108.11,15.4,101.14,77.82,9.518,7.43,151.26,114.87,31.06,114.57,43.17,48.63,95.82,35.15,152.055,249.76,32.845,52.53,30.869,34.82,60.22,62.61,69.9,100.13,105.475,109.64,165.3,83.15,133.29,179.41,46.66,170.84,58.59,76.96,109.85,148.41
2016-08-25,26.893,58.17,39.565,37.961,1.538,123.89,14.731,78.01,17.604,66.07,80.32,137.3,87.46,118.57,23.74,95.59,87.9,135.43,164.86,41.1,62.32,64.72,101.89,43.67,107.88,15.53,101.69,80.16,9.732,7.465,151.35,115.43,31.29,115.04,42.84,48.38,95.55,35.09,151.654,249.68,32.78,52.75,31.02,34.77,59.24,62.64,69.82,99.84,105.484,109.33,165.9,82.84,132.98,179.58,46.72,170.23,58.76,77.47,110.0,148.64
2016-08-26,26.735,58.03,39.661,38.45,1.551,124.96,14.666,78.24,17.716,66.22,80.57,136.62,87.27,119.04,23.713,96.47,87.58,134.36,163.93,41.26,62.85,64.61,101.32,43.32,107.45,15.79,102.06,80.03,9.758,7.67,152.36,114.44,31.35,115.2,42.98,48.51,95.21,35.26,151.358,249.84,32.755,52.07,30.725,34.82,59.0,62.97,69.75,99.1,105.466,108.95,165.97,82.66,132.23,179.41,47.11,171.97,58.77,76.9,110.32,147.91
2016-08-29,26.705,58.1,39.791,38.565,1.55,126.54,14.347,78.6,17.74,66.95,80.87,137.27,87.84,119.92,23.8,96.78,88.3,135.24,163.98,41.31,63.01,64.51,102.05,43.54,107.99,15.84,102.3,79.92,9.73,7.59,153.51,115.41,31.58,114.85,43.25,49.56,94.87,35.55,152.696,250.88,32.83,52.5,30.967,35.11,58.63,62.98,69.98,100.26,105.845,109.12,166.87,83.1,132.9,180.5,47.26,171.51,58.76,77.18,110.76,149.3
2016-08-30,26.5,57.89,39.596,38.379,1.541,125.84,14.089,77.77,17.7,67.5,81.17,136.87,87.52,119.47,23.77,97.09,87.54,134.1,161.96,41.31,62.71,64.16,101.7,43.24,107.21,16.19,102.0,79.83,9.745,7.49,153.16,115.36,31.54,115.35,42.83,50.62,94.86,35.7,152.39,250.96,32.775,52.27,30.884,34.88,58.0,62.94,69.31,99.97,105.709,109.38,169.37,82.48,130.81,180.15,47.9,170.76,57.24,76.56,111.15,150.23
2016-08-31,26.525,57.46,39.493,38.458,1.534,126.12,14.134,77.75,17.642,67.5,80.9,136.05,87.14,119.34,23.813,96.63,87.31,134.12,162.09,41.22,62.79,64.1,100.58,43.43,106.75,16.14,102.31,79.42,9.745,7.4,152.19,115.66,31.44,115.0,42.02,50.8,94.46,35.89,151.893,249.92,32.63,52.33,30.876,34.8,57.64,63.07,69.54,99.93,105.429,109.22,169.46,81.95,129.45,179.24,47.74,170.06,57.39,76.56,111.45,150.49
2016-09-01,26.683,57.59,39.57,38.531,1.579,126.17,13.385,77.23,17.709,67.21,81.3,135.74,86.84,119.08,24.28,97.62,88.31,134.23,156.21,41.16,62.9,64.03,100.21,43.35,107.29,15.98,102.9,75.91,9.738,7.35,150.95,115.4,31.58,115.06,42.3,50.43,94.26,36.02,152.524,249.6,32.945,52.56,30.937,34.68,58.54,63.47,69.7,100.62,104.905,109.5,168.51,81.45,129.9,179.98,47.36,170.13,56.76,76.44,112.34,150.35
2016-09-02,26.933,57.67,39.844,38.622,1.563,126.51,13.185,76.85,17.311,67.49,82.0,136.61,87.42,119.32,24.167,97.89,88.2,135.15,157.98,41.25,62.98,64.12,100.93,43.66,107.87,16.0,103.57,75.1,9.738,7.51,151.18,115.83,31.83,115.66,42.09,50.55,94.42,36.08,152.533,250.32,33.08,52.88,30.929,34.77,58.02,63.35,69.68,101.77,105.14,109.59,169.18,81.69,131.16,180.81,47.51,169.77,56.35,76.96,112.07,150.72
2016-09-06,26.925,57.61,40.401,39.444,1.578,129.73,13.522,78.51,17.11,67.44,82.53,135.97,88.57,119.75,24.333,98.79,88.64,134.1,158.06,41.25,63.24,64.61,102.43,43.79,107.92,15.78,103.5,75.42,10.009,7.34,151.0,117.25,31.87,115.36,42.16,49.99,93.8,36.57,153.298,248.4,33.17,53.51,31.14,34.77,57.41,63.09,69.79,102.36,104.526,109.5,169.33,82.08,132.99,180.46,47.29,170.84,56.96,76.01,111.37,150.43
2016-09-07,27.09,57.66,40.4,39.224,1.555,131.05,13.447,78.59,16.89,67.16,83.24,134.99,88.24,119.61,24.02,99.57,87.95,132.79,155.64,41.25,62.87,64.97,102.88,43.64,107.21,15.7,103.0,75.01,9.915,6.84,150.5,116.92,31.79,115.12,41.9,49.77,93.71,36.46,154.532,248.48,33.175,53.71,31.171,34.84,57.72,62.43,69.49,102.09,103.198,109.48,169.67,83.72,132.64,179.75,47.48,170.63,56.57,75.44,111.97,149.58
2016-09-08,26.38,57.43,40.142,39.203,1.566,130.27,13.157,79.89,16.838,67.25,82.97,135.44,89.05,119.47,23.943,99.98,87.78,131.26,153.47,40.72,63.24,64.06,104.12,43.63,106.88,15.86,101.88,74.88,9.966,6.225,150.65,116.17,31.47,112.3,41.85,49.9,94.09,36.44,152.008,248.32,33.08,53.6,31.11,34.72,56.17,62.69,68.99,101.32,102.819,108.94,171.66,83.54,132.9,180.1,47.79,170.97,56.81,74.13,110.96,149.78
2016-09-09,25.783,56.21,39.424,38.007,1.488,127.1,12.965,78.24,16.078,66.65,81.33,133.62,86.84,118.23,23.433,98.15,86.24,127.74,150.7,40.03,62.49,63.36,101.27,42.27,104.05,15.74,99.38,74.2,9.65,5.9,143.68,114.58,30.85,110.39,41.01,48.72,92.42,35.44,148.843,240.88,32.555,51.82,29.992,34.1,55.33,60.52,66.67,97.54,101.184,107.63,168.57,80.79,128.53,175.64,47.17,166.55,55.66,71.77,109.25,146.62
2016-09-12,26.36,57.05,39.941,38.575,1.519,128.69,13.22,79.08,16.448,67.06,82.97,135.53,87.29,119.16,23.98,100.11,88.25,128.59,151.69,40.68,63.19,64.08,102.25,43.19,106.02,15.9,100.32,74.36,9.905,5.94,146.4,115.95,31.44,112.76,41.42,48.54,93.64,36.08,151.329,243.92,32.88,52.57,30.748,34.65,56.01,62.25,67.94,100.64,102.521,108.55,171.06,81.92,130.12,178.1,47.79,172.04,56.32,72.5,109.54,148.97
2016-09-13,26.988,56.53,39.436,38.051,1.497,127.21,13.07,78.48,16.524,66.53,81.89,133.95,85.21,117.61,23.82,99.39,87.05,125.72,150.74,40.18,61.81,63.34,99.43,42.28,104.59,15.72,98.77,73.06,9.609,5.74,145.15,114.73,31.06,110.53,40.64,46.96,92.7,35.61,148.958,238.8,32.385,51.45,30.189,34.04,55.37,61.29,67.45,98.93,100.813,106.86,167.0,80.23,128.76,176.07,46.92,169.3,55.6,71.08,106.7,146.23
2016-09-14,27.943,56.26,39.523,38.055,1.51,127.77,13.094,78.29,16.961,66.4,81.49,133.69,84.6,117.86,23.84,98.71,87.01,126.26,150.69,40.25,61.35,63.34,98.42,42.11,105.05,15.63,98.79,73.82,9.701,6.04,147.85,115.18,31.0,109.8,40.81,46.52,92.26,35.62,147.275,237.6,32.585,51.49,30.128,33.94,55.13,61.59,67.79,98.62,103.008,106.86,166.16,81.02,127.67,175.62,46.75,170.14,55.23,71.12,108.11,145.78
2016-09-15,28.893,57.19,40.062,38.485,1.567,128.35,13.361,78.82,17.272,66.64,82.01,135.61,85.08,118.63,24.133,99.47,88.06,126.96,152.67,40.86,62.38,63.35,99.5,42.36,105.48,15.67,99.62,73.99,9.734,6.02,150.0,116.14,31.31,110.72,41.12,46.15,92.5,36.56,148.815,238.0,33.12,51.98,30.551,34.14,55.47,62.54,69.22,99.75,104.138,107.08,168.08,82.03,127.77,176.59,47.08,172.64,55.97,71.31,109.76,146.66
2016-09-16,28.73,57.25,39.899,38.926,1.571,129.07,13.693,78.8,17.124,65.82,82.07,138.47,84.03,118.25,24.29,99.36,88.05,126.11,152.35,38.92,62.28,63.27,97.84,42.14,105.28,15.49,98.93,73.29,9.948,6.05,150.05,115.28,30.84,109.88,41.87,45.43,92.56,37.67,147.075,237.44,32.96,51.88,30.363,33.94,55.18,62.99,69.36,98.84,103.216,106.86,166.0,82.05,126.7,175.06,46.41,172.96,55.6,70.95,109.0,145.01
2016-09-19,28.395,56.93,39.77,38.755,1.592,128.65,13.756,79.16,17.073,66.19,82.51,137.68,83.83,117.66,24.03,99.68,88.37,126.29,151.79,39.23,61.33,62.91,98.04,42.1,105.67,15.59,99.68,73.0,9.806,6.16,150.0,115.21,31.02,110.5,41.68,46.01,92.63,37.16,148.059,235.44,32.925,51.2,30.257,33.65,54.95,62.86,69.54,98.82,103.469,107.12,166.21,81.88,127.48,176.72,46.59,171.38,55.08,71.31,108.98,145.24
2016-09-20,28.393,56.81,39.989,39.011,1.577,128.64,13.643,79.88,16.823,66.46,82.48,137.47,82.54,117.95,23.99,100.49,88.58,126.83,152.17,39.07,61.94,63.28,97.7,42.34,106.3,15.6,100.62,72.91,9.825,6.17,151.62,116.45,31.1,110.7,41.58,46.56,92.95,37.14,147.658,237.36,33.115,51.27,30.181,33.81,54.87,62.7,69.18,99.21,103.767,108.35,166.47,81.7,127.79,177.6,46.54,173.38,55.56,71.37,108.97,144.92
2016-09-21,28.388,57.76,40.252,39.487,1.622,129.94,13.681,80.87,16.983,66.84,83.22,139.91,83.3,118.91,24.063,101.26,87.8,128.11,152.7,39.51,62.7,64.1,99.63,42.53,107.13,15.65,107.78,74.18,9.488,6.29,155.42,116.93,31.36,111.7,41.92,45.83,92.39,37.45,148.69,238.8,33.58,51.87,30.642,34.28,55.34,63.57,69.56,100.65,104.725,109.66,167.03,83.47,130.56,179.59,46.9,173.85,55.93,72.05,110.78,146.46
2016-09-22,28.655,57.82,40.798,40.235,1.626,130.08,13.762,81.29,16.884,67.39,83.36,141.04,83.54,119.46,24.09,102.12,88.99,128.75,153.15,39.51,63.02,65.08,99.98,42.96,107.82,15.6,107.92,74.59,9.583,6.37,157.66,117.36,31.66,113.66,42.22,45.72,93.41,37.55,149.245,240.32,33.65,52.35,31.05,34.15,55.41,63.52,69.76,101.72,105.538,109.67,168.02,83.5,131.87,179.85,47.11,175.62,56.42,72.08,110.76,146.53
2016-09-23,28.178,57.43,40.748,40.288,1.624,127.96,13.83,81.16,16.665,67.25,82.54,140.51,83.45,118.81,24.117,101.66,87.76,127.79,152.53,39.23,62.96,64.98,99.22,42.74,107.34,15.52,107.47,70.39,9.594,6.55,157.66,117.17,31.34,113.09,42.19,45.74,93.27,37.19,148.164,239.12,33.575,52.56,31.178,34.26,55.15,62.75,68.98,101.53,104.77,109.21,165.13,82.44,131.78,177.39,47.15,174.8,56.48,72.35,109.9,145.0
2016-09-26,28.22,56.9,40.133,39.958,1.609,127.31,13.933,79.52,16.669,65.78,81.81,139.72,83.06,117.78,23.873,101.16,87.85,125.45,151.19,39.03,62.15,64.07,98.78,42.05,107.03,15.09,107.26,70.19,9.456,6.32,156.16,116.53,31.07,113.73,41.68,44.88,91.96,36.65,147.208,236.32,32.905,52.15,31.073,33.64,54.4,62.31,68.42,99.14,104.734,108.84,161.48,82.37,130.57,175.95,45.89,173.53,55.48,70.81,108.98,144.18
2016-09-27,28.273,57.95,40.537,40.806,1.664,128.69,13.721,80.88,17.086,66.36,82.16,140.79,83.24,119.22,24.11,101.45,88.36,126.82,150.45,39.3,62.57,64.57,98.98,42.59,107.49,15.29,109.7,70.05,9.707,6.54,158.88,116.88,31.48,116.13,42.33,45.09,91.72,37.18,149.876,239.04,33.085,52.49,31.314,33.83,55.34,63.31,69.45,99.33,104.978,110.01,162.89,82.88,131.32,176.3,46.37,171.63,55.74,71.5,110.11,145.34
2016-09-28,28.488,58.03,40.503,41.436,1.67,129.23,13.751,80.71,17.07,66.71,82.97,140.41,86.9,119.39,23.93,101.51,89.46,128.27,149.41,39.44,63.3,64.22,102.15,42.15,107.38,15.38,109.49,71.62,9.748,6.59,158.64,115.18,31.5,116.65,42.29,45.31,92.2,37.44,151.329,239.2,33.34,52.06,30.853,33.99,53.25,63.45,69.74,99.41,105.836,109.25,163.45,86.59,132.23,177.59,46.87,169.71,55.09,71.76,110.18,145.28
2016-09-29,28.045,57.4,40.132,41.453,1.685,128.09,13.38,79.74,17.246,65.65,81.92,138.32,86.46,117.27,23.577,100.61,88.23,127.93,147.49,39.12,61.91,62.82,101.27,42.03,107.76,15.16,107.8,71.2,9.667,6.67,156.06,114.79,31.39,121.64,41.44,44.37,91.8,37.32,151.157,236.24,33.125,52.12,30.763,33.32,52.16,67.45,69.84,97.78,104.96,108.21,158.95,87.47,131.03,175.37,45.8,165.45,53.87,72.01,109.31,143.59
2016-09-30,28.263,57.6,40.203,41.866,1.713,128.27,13.602,80.26,17.252,66.59,82.7,140.0,87.28,118.13,24.04,101.77,89.75,128.68,152.51,39.28,62.41,63.07,102.92,42.32,108.77,15.65,108.54,71.33,9.855,6.91,159.06,115.36,31.72,122.17,42.29,44.28,92.86,37.75,151.864,236.96,33.17,51.98,30.672,33.87,52.65,68.5,70.18,97.22,105.321,109.36,161.27,88.77,131.74,176.23,47.23,166.81,53.92,72.21,110.01,144.47
2016-10-03,28.13,57.42,40.019,41.837,1.711,128.77,14.247,81.0,17.007,66.51,82.86,138.49,87.05,118.81,24.003,101.88,88.66,128.5,151.01,38.99,62.52,63.23,102.45,42.03,108.25,15.63,108.45,70.52,10.263,6.95,159.12,114.64,31.5,120.86,42.55,43.83,92.49,37.66,150.679,237.12,33.095,51.88,30.793,33.68,52.67,67.11,69.66,97.42,104.833,109.18,161.07,88.28,132.38,175.04,47.03,167.34,54.66,72.19,109.16,143.76
2016-10-04,28.25,57.24,40.14,41.702,1.708,128.19,14.094,81.11,16.905,66.6,82.73,138.16,86.25,118.82,23.917,101.22,88.35,128.2,150.48,38.87,62.46,63.0,101.27,41.84,107.1,15.8,108.39,72.63,10.234,6.97,157.57,113.5,31.35,118.24,42.1,43.75,92.59,37.54,149.579,236.0,32.915,51.26,30.136,33.72,52.14,66.68,69.59,96.1,103.776,108.52,162.27,87.51,132.25,171.68,47.75,167.55,55.21,72.7,109.37,143.17
2016-10-05,28.263,57.64,40.062,42.218,1.706,128.47,13.897,81.75,17.348,67.69,83.35,137.6,87.0,119.18,23.89,102.4,88.85,127.58,149.98,39.15,62.8,63.39,102.23,41.81,106.01,16.11,108.8,68.42,10.628,6.78,158.28,113.41,31.59,118.21,42.74,44.99,92.45,37.99,150.172,236.0,32.9,50.27,29.577,33.9,52.12,66.84,70.6,95.68,104.12,109.16,166.4,89.42,134.66,172.39,48.65,167.24,54.79,72.25,108.61,144.15
2016-10-06,28.473,57.74,40.154,42.083,1.684,128.74,13.4,81.47,17.419,67.87,83.36,136.47,87.04,118.75,23.12,102.94,89.22,130.19,149.47,38.87,62.66,62.83,102.18,41.71,106.4,16.22,108.56,71.26,10.507,6.96,158.44,113.92,31.48,118.52,42.97,45.18,92.83,38.07,149.981,234.16,32.705,50.26,29.539,33.65,52.03,67.54,70.96,95.64,104.436,109.12,167.15,89.29,134.42,171.64,49.07,166.9,55.05,72.09,108.84,143.87
2016-10-07,28.515,57.8,40.036,41.972,1.671,128.99,13.107,82.09,17.421,68.11,82.88,136.66,86.74,119.24,22.9,102.25,90.0,128.31,149.99,38.71,62.77,62.93,102.27,41.73,105.99,16.13,108.64,70.91,10.482,6.75,158.21,113.45,31.47,116.0,42.97,45.33,92.49,38.1,148.824,232.64,32.68,49.92,29.358,33.56,51.79,68.19,70.87,96.02,96.604,108.8,169.83,88.47,133.85,171.33,49.28,167.5,55.43,71.3,107.45,144.52
2016-10-10,29.013,58.04,40.709,42.086,1.678,130.24,13.397,83.06,17.477,68.64,83.12,138.08,88.44,119.8,22.66,102.65,89.06,127.25,150.28,38.62,63.9,63.31,103.98,41.73,106.22,16.3,109.24,75.1,10.333,6.84,159.11,114.71,31.47,117.46,43.5,45.65,92.49,38.02,150.115,230.88,32.89,50.19,29.464,33.61,51.79,67.25,69.93,96.25,96.477,109.05,171.04,88.22,135.84,171.14,49.55,168.31,49.81,70.97,108.15,145.2
2016-10-11,29.075,57.19,40.479,41.55,1.653,128.88,13.34,81.81,17.117,68.31,82.04,134.75,87.74,117.64,22.463,101.35,88.54,125.85,151.01,38.01,61.93,62.39,103.04,41.54,105.57,16.11,107.37,72.42,10.059,6.5,154.9,113.68,31.04,116.97,41.16,45.45,91.86,37.27,147.983,231.36,32.48,49.9,29.532,33.13,51.82,66.09,68.76,95.52,95.556,108.7,169.04,87.47,133.74,169.68,48.99,164.32,49.55,70.09,106.99,143.95
